n_CF,n_CT,n_TC,n_BW,n_DC,n_SC,n_NC,n_paragraphs,paragraph_0p,paragraph_25p,paragraph_75p,paragraph_100p,filename
3,1,0,0,3,26,15,47,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,reactive-streams@reactive-streams-jvm.xlsx
5,0,0,9,3,30,33,79,No categories identified.,No categories identified.,SC - Submit the changes,DC - Deal with the code,reactiveui@ReactiveUI.xlsx
3,0,0,2,2,31,31,68,No categories identified.,CF - Contribution flow,SC - Submit the changes,DC - Deal with the code,reactiveui@splat.xlsx
1,1,1,0,1,19,27,49,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,reactos@reactos.xlsx
4,1,0,0,0,8,11,23,No categories identified.,No categories identified.,No categories identified.,No categories identified.,reactstrap@reactstrap.xlsx
6,1,2,8,8,10,22,56,No categories identified.,SC - Submit the changes,SC - Submit the changes,BW - Build local workspace,reakit@reakit.xlsx
1,0,0,0,1,10,11,22,No categories identified.,No categories identified.,No categories identified.,No categories identified.,real-logic@aeron.xlsx
0,0,1,1,4,12,3,20,No categories identified.,DC - Deal with the code,SC - Submit the changes,SC - Submit the changes,realm@jazzy.xlsx
1,0,0,0,0,4,13,17,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,realm@realm-dotnet.xlsx
2,0,0,1,31,27,33,93,No categories identified.,BW - Build local workspace,DC - Deal with the code,SC - Submit the changes,realm@realm-java.xlsx
4,0,0,0,0,7,6,16,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,rebus-org@Rebus.xlsx
8,0,2,3,2,47,49,110,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,recastnavigation@recastnavigation.xlsx
3,0,0,0,9,9,11,31,No categories identified.,No categories identified.,DC - Deal with the code,SC - Submit the changes,recharts@recharts.xlsx
0,0,0,3,2,4,2,10,SC - Submit the changes,BW - Build local workspace,SC - Submit the changes,SC - Submit the changes,redisson@redisson.xlsx
1,0,0,0,0,0,3,3,No categories identified.,No categories identified.,No categories identified.,No categories identified.,redmine@redmine.xlsx
1,0,0,1,0,10,10,21,No categories identified.,No categories identified.,CF - Contribution flow,SC - Submit the changes,redux-form@redux-form.xlsx
5,1,0,20,8,19,28,80,No categories identified.,SC - Submit the changes,SC - Submit the changes,BW - Build local workspace,redux-observable@redux-observable.xlsx
2,1,1,6,1,3,6,19,No categories identified.,BW - Build local workspace,BW - Build local workspace,TC - Talk to the community,redux-saga@redux-saga.xlsx
0,0,0,0,4,0,9,12,DC - Deal with the code,DC - Deal with the code,No categories identified.,DC - Deal with the code,reduxframework@redux-framework.xlsx
5,1,0,5,5,8,10,33,No categories identified.,BW - Build local workspace,SC - Submit the changes,No categories identified.,reduxjs@react-redux.xlsx
5,1,1,4,4,9,7,30,No categories identified.,BW - Build local workspace,CF - Contribution flow,No categories identified.,reduxjs@redux-toolkit.xlsx
4,1,1,6,7,13,20,51,No categories identified.,DC - Deal with the code,No categories identified.,No categories identified.,reduxjs@redux.xlsx
0,0,0,0,0,6,8,13,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,refile@refile.xlsx
1,0,0,0,3,7,6,16,No categories identified.,SC - Submit the changes,DC - Deal with the code,No categories identified.,refinery@refinerycms.xlsx
1,0,15,2,0,5,11,33,No categories identified.,TC - Talk to the community,No categories identified.,No categories identified.,relativty@Relativ.xlsx
1,0,0,0,16,5,16,37,No categories identified.,SC - Submit the changes,SC - Submit the changes,DC - Deal with the code,rembo10@headphones.xlsx
3,0,0,1,6,4,5,18,No categories identified.,SC - Submit the changes,DC - Deal with the code,DC - Deal with the code,remi@her.xlsx
0,0,0,0,0,4,7,10,No categories identified.,No categories identified.,No categories identified.,No categories identified.,remoteintech@remote-jobs.xlsx
1,0,0,1,2,9,6,18,No categories identified.,SC - Submit the changes,SC - Submit the changes,No categories identified.,remy@nodemon.xlsx
0,0,0,0,1,9,4,13,No categories identified.,DC - Deal with the code,SC - Submit the changes,No categories identified.,renatomarinho@laravel-page-speed.xlsx
3,0,0,0,1,2,11,16,No categories identified.,No categories identified.,No categories identified.,CF - Contribution flow,renovatebot@renovate.xlsx
0,0,0,0,0,5,12,16,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,reportportal@reportportal.xlsx
0,0,0,0,1,2,2,4,No categories identified.,No categories identified.,DC - Deal with the code,SC - Submit the changes,requery@requery.xlsx
5,0,0,0,1,9,16,30,No categories identified.,No categories identified.,CF - Contribution flow,No categories identified.,request@request.xlsx
4,0,0,0,2,7,21,33,No categories identified.,DC - Deal with the code,No categories identified.,SC - Submit the changes,resque@resque.xlsx
0,1,0,2,0,9,12,23,No categories identified.,No categories identified.,CT - Choose a task,SC - Submit the changes,restify@node-restify.xlsx
1,0,1,1,1,8,2,13,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,No categories identified.,restsharp@RestSharp.xlsx
1,1,1,0,0,4,22,28,No categories identified.,No categories identified.,TC - Talk to the community,No categories identified.,retejs@rete.xlsx
4,0,0,1,1,1,6,12,No categories identified.,CF - Contribution flow,CF - Contribution flow,No categories identified.,rethinkdb@horizon.xlsx
0,4,0,0,0,2,20,25,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,rethinkdb@rethinkdb.xlsx
3,0,0,2,2,1,6,13,No categories identified.,No categories identified.,BW - Build local workspace,DC - Deal with the code,rethinkdb@rethinkdb_rebirth.xlsx
2,0,0,7,5,8,7,28,CF - Contribution flow,DC - Deal with the code,No categories identified.,SC - Submit the changes,retorquere@zotero-better-bibtex.xlsx
1,0,0,5,3,6,9,23,No categories identified.,No categories identified.,No categories identified.,DC - Deal with the code,rgeo@rgeo.xlsx
17,0,31,1,10,21,11,90,No categories identified.,SC - Submit the changes,SC - Submit the changes,No categories identified.,rgommezz@react-native-scroll-bottom-sheet.xlsx
1,0,0,0,0,7,7,14,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,rhomobile@rhodes.xlsx
0,0,0,0,3,7,13,22,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,rinvex@countries.xlsx
3,1,0,0,0,3,12,18,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,ritiek@spotify-downloader.xlsx
0,0,0,7,3,5,9,23,No categories identified.,DC - Deal with the code,No categories identified.,BW - Build local workspace,rjsf-team@react-jsonschema-form.xlsx
0,0,0,0,2,1,11,13,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,rmosolgo@graphql-ruby.xlsx
3,0,0,5,7,9,4,27,SC - Submit the changes,BW - Build local workspace,SC - Submit the changes,DC - Deal with the code,robolectric@robolectric.xlsx
2,0,0,0,0,4,6,11,No categories identified.,No categories identified.,SC - Submit the changes,CF - Contribution flow,robotmedia@RMStore.xlsx
0,0,0,0,1,2,16,18,No categories identified.,No categories identified.,No categories identified.,No categories identified.,rocker-org@rocker.xlsx
0,0,0,2,1,11,7,20,No categories identified.,SC - Submit the changes,SC - Submit the changes,No categories identified.,rocketeers@rocketeer.xlsx
0,0,0,0,1,11,12,23,No categories identified.,No categories identified.,SC - Submit the changes,DC - Deal with the code,roidrage@lograge.xlsx
5,0,0,13,14,34,15,80,No categories identified.,BW - Build local workspace,SC - Submit the changes,SC - Submit the changes,rolling-scopes@rsschool-app.xlsx
1,1,1,0,0,4,20,26,No categories identified.,CT - Choose a task,No categories identified.,No categories identified.,rollup@rollup.xlsx
0,0,1,0,2,1,13,16,No categories identified.,No categories identified.,No categories identified.,No categories identified.,rom-rb@rom.xlsx
3,0,1,11,9,9,22,54,No categories identified.,BW - Build local workspace,No categories identified.,No categories identified.,romefrontend@rome.xlsx
0,0,0,1,2,8,4,14,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,root-project@root.xlsx
1,1,0,3,0,1,2,7,No categories identified.,CF - Contribution flow,SC - Submit the changes,No categories identified.,rotorgames@Rg.Plugins.Popup.xlsx
0,0,2,1,0,6,8,16,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,router5@router5.xlsx
1,0,0,5,13,20,49,87,No categories identified.,No categories identified.,No categories identified.,BW - Build local workspace,rsms@inter.xlsx
2,0,7,2,4,10,43,67,No categories identified.,TC - Talk to the community,BW - Build local workspace,DC - Deal with the code,rspamd@rspamd.xlsx
1,1,0,0,0,2,16,19,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,rspec@rspec-core.xlsx
1,1,0,0,0,2,16,19,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,rspec@rspec-expectations.xlsx
1,1,0,0,0,2,16,19,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,rspec@rspec-mocks.xlsx
1,1,0,1,3,5,20,30,No categories identified.,CF - Contribution flow,No categories identified.,BW - Build local workspace,rspec@rspec-rails.xlsx
3,0,2,1,0,0,18,23,No categories identified.,No categories identified.,No categories identified.,No categories identified.,rstudio@rstudio.xlsx
3,0,0,3,0,6,9,20,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,rsuite@rsuite.xlsx
2,0,0,3,2,9,18,33,No categories identified.,No categories identified.,No categories identified.,DC - Deal with the code,rswag@rswag.xlsx
5,2,1,1,6,27,16,57,No categories identified.,CF - Contribution flow,SC - Submit the changes,SC - Submit the changes,rsyslog@rsyslog.xlsx
1,0,0,0,3,13,7,23,No categories identified.,DC - Deal with the code,SC - Submit the changes,No categories identified.,rtfpessoa@diff2html.xlsx
2,2,0,0,3,1,36,43,No categories identified.,No categories identified.,CT - Choose a task,No categories identified.,rubberduck-vba@Rubberduck.xlsx
0,0,2,4,12,5,41,63,No categories identified.,No categories identified.,DC - Deal with the code,No categories identified.,rubinius@rubinius.xlsx
7,0,0,0,4,11,16,37,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,rubocop-hq@rubocop.xlsx
3,0,1,0,1,4,12,20,No categories identified.,CF - Contribution flow,No categories identified.,No categories identified.,ruboto@ruboto.xlsx
2,0,0,8,5,18,12,44,No categories identified.,CF - Contribution flow,No categories identified.,SC - Submit the changes,ruby-amqp@bunny.xlsx
7,1,1,4,6,22,11,51,No categories identified.,DC - Deal with the code,CF - Contribution flow,No categories identified.,ruby-concurrency@concurrent-ruby.xlsx
4,0,0,0,2,28,23,56,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,ruby-git@ruby-git.xlsx
8,0,0,3,1,24,10,45,No categories identified.,SC - Submit the changes,SC - Submit the changes,No categories identified.,ruby-grape@grape-swagger.xlsx
8,0,0,3,1,25,10,46,No categories identified.,CF - Contribution flow,SC - Submit the changes,No categories identified.,ruby-grape@grape.xlsx
1,0,0,0,1,1,1,3,DC - Deal with the code,SC - Submit the changes,No categories identified.,No categories identified.,ruby-json-schema@json-schema.xlsx
5,0,0,26,12,21,29,92,No categories identified.,SC - Submit the changes,SC - Submit the changes,No categories identified.,rubygems@rubygems.org.xlsx
4,0,0,4,4,17,43,71,No categories identified.,BW - Build local workspace,SC - Submit the changes,SC - Submit the changes,rubygems@rubygems.xlsx
5,0,0,4,1,4,2,15,CF - Contribution flow,No categories identified.,CF - Contribution flow,SC - Submit the changes,rubyide@vscode-ruby.xlsx
1,0,0,1,8,2,24,35,No categories identified.,No categories identified.,No categories identified.,DC - Deal with the code,rubysec@ruby-advisory-db.xlsx
3,0,0,0,9,9,11,31,No categories identified.,No categories identified.,DC - Deal with the code,SC - Submit the changes,rubysherpas@forem.xlsx
3,0,0,0,0,4,9,15,No categories identified.,No categories identified.,CF - Contribution flow,CF - Contribution flow,rubysherpas@paranoia.xlsx
6,0,0,5,3,25,20,58,No categories identified.,No categories identified.,SC - Submit the changes,DC - Deal with the code,runelite@runelite.xlsx
3,2,0,1,4,4,8,21,No categories identified.,No categories identified.,DC - Deal with the code,DC - Deal with the code,runtimejs@runtime.xlsx
0,1,0,12,11,7,56,86,No categories identified.,BW - Build local workspace,DC - Deal with the code,No categories identified.,rust-lang-nursery@rust-cookbook.xlsx
3,1,0,9,21,67,94,194,No categories identified.,SC - Submit the changes,No categories identified.,No categories identified.,rust-lang@rust-bindgen.xlsx
0,0,0,10,5,3,7,24,No categories identified.,No categories identified.,BW - Build local workspace,BW - Build local workspace,rust-lang@vscode-rust.xlsx
2,0,0,5,1,17,8,32,No categories identified.,SC - Submit the changes,SC - Submit the changes,No categories identified.,rusty1s@pytorch_geometric.xlsx
2,0,0,5,6,8,12,32,No categories identified.,SC - Submit the changes,SC - Submit the changes,No categories identified.,rvm@rvm.xlsx
5,0,0,1,2,7,27,41,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,rwaldron@johnny-five.xlsx
0,0,0,0,0,1,17,17,No categories identified.,No categories identified.,No categories identified.,No categories identified.,rwv@chinese-dos-games.xlsx
0,0,1,0,0,1,4,5,No categories identified.,SC - Submit the changes,No categories identified.,No categories identified.,ryanb@cancan.xlsx
0,0,0,0,0,1,5,5,No categories identified.,SC - Submit the changes,No categories identified.,No categories identified.,ryanb@nested_form.xlsx
1,0,0,0,0,30,5,35,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,s-panferov@awesome-typescript-loader.xlsx
1,1,2,0,13,10,13,39,No categories identified.,DC - Deal with the code,SC - Submit the changes,CT - Choose a task,sabre-io@dav.xlsx
4,0,0,0,1,6,10,20,No categories identified.,CF - Contribution flow,SC - Submit the changes,No categories identified.,saleem-hadad@larecipe.xlsx
1,0,0,1,0,12,20,33,No categories identified.,No categories identified.,No categories identified.,No categories identified.,salesagility@SuiteCRM.xlsx
1,0,0,0,0,6,17,23,SC - Submit the changes,No categories identified.,SC - Submit the changes,No categories identified.,saltstack@salt.xlsx
0,0,0,4,0,4,9,16,No categories identified.,No categories identified.,BW - Build local workspace,BW - Build local workspace,samber@awesome-prometheus-alerts.xlsx
0,0,0,0,3,0,1,3,DC - Deal with the code,No categories identified.,DC - Deal with the code,DC - Deal with the code,sameersbn@docker-gitlab.xlsx
2,0,0,2,3,6,9,21,No categories identified.,No categories identified.,CF - Contribution flow,DC - Deal with the code,samuelcolvin@pydantic.xlsx
0,1,0,1,3,5,25,34,No categories identified.,SC - Submit the changes,SC - Submit the changes,No categories identified.,sass@libsass.xlsx
4,0,0,3,0,4,17,27,No categories identified.,No categories identified.,BW - Build local workspace,No categories identified.,sass@node-sass.xlsx
4,0,0,0,7,11,43,64,CF - Contribution flow,No categories identified.,No categories identified.,No categories identified.,sass@sass.xlsx
2,0,0,0,1,2,4,8,No categories identified.,CF - Contribution flow,DC - Deal with the code,SC - Submit the changes,satwikkansal@wtfpython.xlsx
1,0,0,2,1,5,39,47,No categories identified.,BW - Build local workspace,No categories identified.,DC - Deal with the code,saulpw@visidata.xlsx
3,0,0,0,0,7,7,16,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,savonrb@savon.xlsx
0,0,0,3,0,3,2,7,BW - Build local workspace,SC - Submit the changes,BW - Build local workspace,No categories identified.,sb2nov@mac-setup.xlsx
2,0,0,1,0,3,4,9,No categories identified.,CF - Contribution flow,SC - Submit the changes,No categories identified.,scenic-views@scenic.xlsx
0,0,0,0,4,6,7,16,No categories identified.,DC - Deal with the code,No categories identified.,No categories identified.,schmittjoh@metadata.xlsx
0,1,0,2,5,10,12,29,No categories identified.,DC - Deal with the code,No categories identified.,No categories identified.,schmittjoh@serializer.xlsx
6,0,0,3,6,12,23,49,No categories identified.,SC - Submit the changes,No categories identified.,DC - Deal with the code,scikit-learn-contrib@imbalanced-learn.xlsx
1,0,0,0,2,0,10,12,No categories identified.,CF - Contribution flow,DC - Deal with the code,DC - Deal with the code,scikit-learn@scikit-learn.xlsx
0,0,0,1,17,7,17,41,No categories identified.,DC - Deal with the code,DC - Deal with the code,SC - Submit the changes,scop@bash-completion.xlsx
3,0,2,4,2,17,17,44,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,scottjehl@picturefill.xlsx
0,0,0,1,0,6,35,41,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,scribbletune@scribbletune.xlsx
2,1,1,0,7,6,21,37,No categories identified.,TC - Talk to the community,No categories identified.,DC - Deal with the code,scriptcs@scriptcs.xlsx
2,0,0,1,0,60,41,103,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,scullyio@scully.xlsx
0,0,0,0,1,2,4,6,No categories identified.,DC - Deal with the code,SC - Submit the changes,No categories identified.,scummvm@scummvm.xlsx
1,0,1,0,0,0,4,5,No categories identified.,No categories identified.,No categories identified.,CF - Contribution flow,scylladb@scylla.xlsx
1,0,1,0,0,0,4,5,No categories identified.,No categories identified.,No categories identified.,No categories identified.,scylladb@seastar.xlsx
1,0,1,0,0,4,30,35,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,sdelements@lets-chat.xlsx
2,0,1,0,6,9,9,26,No categories identified.,No categories identified.,DC - Deal with the code,TC - Talk to the community,sds@overcommit.xlsx
0,0,1,0,2,10,7,19,No categories identified.,SC - Submit the changes,SC - Submit the changes,DC - Deal with the code,seL4@seL4.xlsx
4,0,0,2,1,16,9,31,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,No categories identified.,sebastianbergmann@phpunit.xlsx
1,0,0,0,24,8,22,54,No categories identified.,No categories identified.,DC - Deal with the code,No categories identified.,secdev@scapy.xlsx
3,1,0,1,4,9,11,28,No categories identified.,No categories identified.,CF - Contribution flow,No categories identified.,segmentio@evergreen.xlsx
0,0,3,9,3,20,40,74,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,select2@select2.xlsx
4,0,0,6,14,63,42,128,No categories identified.,CF - Contribution flow,SC - Submit the changes,SC - Submit the changes,semantic-release@semantic-release.xlsx
3,2,2,15,7,23,29,80,CT - Choose a task,No categories identified.,DC - Deal with the code,SC - Submit the changes,sendgrid@sendgrid-csharp.xlsx
3,2,2,16,9,25,31,87,CT - Choose a task,No categories identified.,DC - Deal with the code,SC - Submit the changes,sendgrid@sendgrid-php.xlsx
0,0,0,2,5,1,8,15,No categories identified.,No categories identified.,BW - Build local workspace,No categories identified.,sensepost@objection.xlsx
2,0,0,0,0,3,4,8,No categories identified.,SC - Submit the changes,SC - Submit the changes,No categories identified.,sensu@sensu.xlsx
2,0,0,9,9,28,31,78,No categories identified.,DC - Deal with the code,DC - Deal with the code,SC - Submit the changes,sequelize@sequelize.xlsx
3,0,0,5,0,17,8,32,No categories identified.,SC - Submit the changes,SC - Submit the changes,CF - Contribution flow,serbanghita@Mobile-Detect.xlsx
0,0,0,0,0,2,3,4,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,sergeche@emmet-sublime.xlsx
5,2,3,3,1,5,19,37,No categories identified.,CT - Choose a task,SC - Submit the changes,No categories identified.,serilog@serilog.xlsx
6,0,1,4,8,8,28,54,No categories identified.,DC - Deal with the code,No categories identified.,No categories identified.,serverless@serverless.xlsx
2,0,1,3,2,7,26,40,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,sestoft@C5.xlsx
3,1,0,2,2,12,14,33,No categories identified.,SC - Submit the changes,CF - Contribution flow,CF - Contribution flow,sferik@rails_admin.xlsx
3,1,0,1,1,7,12,24,No categories identified.,No categories identified.,CF - Contribution flow,CF - Contribution flow,sferik@t.xlsx
5,0,0,1,1,8,11,25,No categories identified.,CF - Contribution flow,No categories identified.,CF - Contribution flow,sferik@twitter.xlsx
0,0,0,0,0,6,12,17,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,sfzhang15@RefineDet.xlsx
1,0,0,0,1,3,5,9,No categories identified.,DC - Deal with the code,SC - Submit the changes,No categories identified.,shadowsocksr-backup@shadowsocksr.xlsx
4,0,0,31,18,28,28,108,No categories identified.,DC - Deal with the code,SC - Submit the changes,No categories identified.,shakacode@react_on_rails.xlsx
0,1,1,5,0,8,22,36,No categories identified.,No categories identified.,No categories identified.,No categories identified.,shanalikhan@code-settings-sync.xlsx
5,0,0,0,1,10,13,28,No categories identified.,SC - Submit the changes,No categories identified.,CF - Contribution flow,sharetribe@sharetribe.xlsx
0,0,0,1,0,4,7,11,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,shelljs@shelljs.xlsx
0,1,0,0,2,4,5,11,No categories identified.,No categories identified.,DC - Deal with the code,SC - Submit the changes,sherlock-project@sherlock.xlsx
3,0,0,6,1,8,4,21,No categories identified.,CF - Contribution flow,SC - Submit the changes,SC - Submit the changes,shipshapecode@shepherd.xlsx
3,0,0,6,1,8,4,21,No categories identified.,CF - Contribution flow,SC - Submit the changes,SC - Submit the changes,shipshapecode@tether.xlsx
3,0,0,4,1,9,12,28,No categories identified.,SC - Submit the changes,SC - Submit the changes,No categories identified.,shivammathur@setup-php.xlsx
0,3,2,1,18,7,48,78,No categories identified.,No categories identified.,DC - Deal with the code,No categories identified.,shoelace-style@shoelace.xlsx
1,0,1,0,0,5,3,9,CF - Contribution flow,SC - Submit the changes,TC - Talk to the community,No categories identified.,shoes@shoes4.xlsx
0,0,0,0,0,4,6,9,No categories identified.,SC - Submit the changes,SC - Submit the changes,No categories identified.,shopware@shopware.xlsx
3,0,0,1,0,1,5,9,No categories identified.,BW - Build local workspace,No categories identified.,SC - Submit the changes,shouldly@shouldly.xlsx
0,0,0,0,3,4,13,19,No categories identified.,DC - Deal with the code,No categories identified.,No categories identified.,shrinerb@shrine.xlsx
0,0,0,0,1,3,11,14,No categories identified.,No categories identified.,DC - Deal with the code,No categories identified.,shutterstock@rickshaw.xlsx
2,0,1,0,7,29,32,70,No categories identified.,DC - Deal with the code,SC - Submit the changes,DC - Deal with the code,siemens@jailhouse.xlsx
1,0,3,1,4,10,40,58,No categories identified.,No categories identified.,DC - Deal with the code,No categories identified.,signalapp@Signal-Android.xlsx
3,0,1,32,6,30,28,99,No categories identified.,BW - Build local workspace,SC - Submit the changes,CF - Contribution flow,signalapp@Signal-Desktop.xlsx
0,0,0,1,1,5,17,23,No categories identified.,No categories identified.,DC - Deal with the code,No categories identified.,silentbicycle@greatest.xlsx
8,1,0,1,100,24,52,185,No categories identified.,DC - Deal with the code,DC - Deal with the code,SC - Submit the changes,simbody@simbody.xlsx
5,0,1,0,14,9,18,46,No categories identified.,DC - Deal with the code,TC - Talk to the community,No categories identified.,simdjson@simdjson.xlsx
0,0,0,1,0,3,2,5,No categories identified.,SC - Submit the changes,BW - Build local workspace,SC - Submit the changes,simonwhitaker@gibo.xlsx
0,0,0,0,1,2,3,5,No categories identified.,No categories identified.,SC - Submit the changes,DC - Deal with the code,simplcommerce@SimplCommerce.xlsx
2,1,0,0,1,6,15,24,No categories identified.,SC - Submit the changes,No categories identified.,No categories identified.,sinatra@sinatra.xlsx
3,0,0,10,6,3,14,35,No categories identified.,DC - Deal with the code,BW - Build local workspace,No categories identified.,sindresorhus@refined-github.xlsx
0,0,0,0,1,10,6,16,No categories identified.,SC - Submit the changes,No categories identified.,SC - Submit the changes,sindresorhus@type-fest.xlsx
2,0,0,0,0,5,6,12,No categories identified.,No categories identified.,CF - Contribution flow,No categories identified.,sintaxi@harp.xlsx
0,0,0,0,10,9,6,24,SC - Submit the changes,SC - Submit the changes,DC - Deal with the code,SC - Submit the changes,sivel@speedtest-cli.xlsx
5,0,0,0,0,1,4,9,No categories identified.,No categories identified.,CF - Contribution flow,CF - Contribution flow,skvark@opencv-python.xlsx
3,0,0,8,4,29,15,58,No categories identified.,SC - Submit the changes,BW - Build local workspace,No categories identified.,skycocker@chromebrew.xlsx
1,0,1,1,3,5,8,18,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,skylot@jadx.xlsx
1,0,0,0,0,1,6,7,No categories identified.,No categories identified.,No categories identified.,No categories identified.,skypjack@entt.xlsx
8,0,0,5,1,26,14,53,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,slack-ruby@slack-ruby-bot.xlsx
9,2,0,7,5,31,18,71,No categories identified.,BW - Build local workspace,CF - Contribution flow,No categories identified.,slack-ruby@slack-ruby-client.xlsx
1,0,0,0,19,12,21,52,No categories identified.,No categories identified.,DC - Deal with the code,SC - Submit the changes,slacka@WoeUSB.xlsx
6,2,0,0,0,14,12,33,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,slackapi@bolt-js.xlsx
6,2,0,0,0,14,12,33,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,slackapi@node-slack-sdk.xlsx
6,2,0,0,0,14,12,33,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,slackapi@python-slackclient.xlsx
6,0,2,0,6,7,25,45,No categories identified.,No categories identified.,CF - Contribution flow,DC - Deal with the code,slic3r@Slic3r.xlsx
2,0,0,0,2,3,1,7,No categories identified.,CF - Contribution flow,DC - Deal with the code,DC - Deal with the code,slimphp@Slim-Skeleton.xlsx
2,0,0,0,1,6,2,10,No categories identified.,CF - Contribution flow,SC - Submit the changes,SC - Submit the changes,slimphp@Slim.xlsx
0,0,0,2,2,5,5,13,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,sloria@doitlive.xlsx
1,1,4,2,33,26,32,98,No categories identified.,SC - Submit the changes,DC - Deal with the code,DC - Deal with the code,smogon@pokemon-showdown.xlsx
0,0,0,2,0,7,6,14,No categories identified.,SC - Submit the changes,No categories identified.,SC - Submit the changes,snabbdom@snabbdom.xlsx
1,0,0,5,2,10,34,51,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,snapappointments@bootstrap-select.xlsx
1,0,0,4,6,19,13,42,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,snorkel-team@snorkel.xlsx
4,0,0,0,0,10,2,15,No categories identified.,SC - Submit the changes,SC - Submit the changes,CF - Contribution flow,snozbot@fungus.xlsx
0,0,0,1,3,22,3,28,No categories identified.,SC - Submit the changes,DC - Deal with the code,BW - Build local workspace,snyk@snyk.xlsx
5,1,0,13,13,38,42,111,No categories identified.,BW - Build local workspace,SC - Submit the changes,No categories identified.,sobolevn@git-secret.xlsx
1,0,0,0,7,3,2,12,No categories identified.,No categories identified.,DC - Deal with the code,SC - Submit the changes,sofastack@sofa-boot.xlsx
1,0,0,0,6,6,2,14,No categories identified.,DC - Deal with the code,SC - Submit the changes,SC - Submit the changes,sofastack@sofa-jarslink.xlsx
0,0,0,0,0,9,6,14,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,soimort@you-get.xlsx
2,0,1,0,2,16,22,42,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,solidusio@solidus.xlsx
3,0,0,0,0,2,4,8,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,solnic@virtus.xlsx
0,0,0,8,32,7,50,96,No categories identified.,DC - Deal with the code,No categories identified.,SC - Submit the changes,solvespace@solvespace.xlsx
2,0,1,0,3,18,12,35,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,sorbet@sorbet.xlsx
4,0,0,2,12,6,9,32,No categories identified.,CF - Contribution flow,BW - Build local workspace,SC - Submit the changes,sorin-ionescu@prezto.xlsx
1,0,1,3,2,25,19,50,BW - Build local workspace,DC - Deal with the code,SC - Submit the changes,SC - Submit the changes,source-foundry@Hack.xlsx
0,0,0,2,9,13,13,36,No categories identified.,SC - Submit the changes,No categories identified.,No categories identified.,sovereign@sovereign.xlsx
0,0,0,0,0,3,13,15,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,sparklemotion@nokogiri.xlsx
4,0,1,0,1,6,15,26,No categories identified.,No categories identified.,DC - Deal with the code,No categories identified.,spatie@async.xlsx
0,0,0,0,1,9,4,13,No categories identified.,DC - Deal with the code,SC - Submit the changes,No categories identified.,spatie@browsershot.xlsx
0,0,0,0,1,9,4,13,No categories identified.,DC - Deal with the code,SC - Submit the changes,No categories identified.,spatie@crawler.xlsx
